ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
251	12,6,10,12,8	2,0,1,1,3	18,34,11	1,1,4	21	-1
252	2,0,2,0,0	23,26,23,11,15	0,0,0	22,22,24	14	-1
258	12,17,17,23,30	0,0,0,0,0	13,7,14	0,1,1	2	-1
259	21,13,10,18,2	15,8,13,9,5	8,9,8	3,11,6	2	-1
263	15,15,20,16,20	124,69,122,150,16	4,4,5	16,90,6	14	-1
264	84,41,66,111,0	1,2,1,3,0	0,89,0	0,5,0	35	-1
266	0,0,1,1,0	11,5,9,7,8	0,1,0	18,15,12	14	-1
268	4,4,7,6,3	0,1,0,0,0	4,5,3	0,1,0	27	-1
274	4,4,7,1,4	0,0,0,1,0	1,6,7	2,1,2	32	-1
275	14,21,10,29,2	25,28,20,40,10	2,2,5	7,37,6	2	-1
279	143,160,129,153,196	23,29,21,14,50	176,312,234	38,23,44	671	-1
280	0,0,2,0,0	0,0,2,0,0	1,2,0	0,1,0	3	-1
282	4,2,2,6,0	2,1,0,0,0	9,7,3	0,1,1	58	-1
284	10,8,11,5,9	0,0,0,0,0	1,6,1	0,1,0	4	-1
285	109,123,156,134,156	0,0,1,2,0	56,70,52	0,0,0	4	-1
286	3,2,4,0,4	4,4,1,6,1	2,4,4	3,6,1	21	-1
294	58,62,63,52,76	22,8,9,11,15	28,17,22	2,1,3	40	-1
296	11,12,11,21,16	0,2,2,1,2	14,21,9	2,5,1	25	-1
297	2,4,0,0,1	0,1,0,0,0	1,7,0	5,5,3	2	-1
298	1,1,0,0,2	7,0,2,3,4	3,1,0	1,6,8	23	-1
301	0,0,0,2,0	6,0,2,1,2	1,0,0	0,4,2	35	-1
303	1,4,4,2,0	0,1,0,1,0	4,7,3	0,0,0	2	-1
304	3,1,1,0,1	0,1,0,0,0	3,4,5	0,0,1	37	-1
305	10,6,10,6,4	7,4,2,4,2	7,3,6	2,3,5	2	-1
306	5,7,3,0,2	1,0,0,0,0	1,1,3	0,0,0	2	-1
307	3,2,4,3,5	0,1,0,0,0	1,9,2	1,1,2	2	-1
309	44,53,43,49,52	24,21,19,31,20	16,21,25	7,3,7	396	-1
310	1003,1361,1561,1438,1732	0,1,0,0,1	630,379,700	0,0,0	142	-1
311	3,3,2,1,3	76,78,86,84,94	18,0,14	72,100,75	97	-1
313	1,0,0,1,0	18,30,29,36,17	1,0,0	19,18,14	41	-1
314	0,0,0,0,0	3,1,2,5,0	0,1,0	14,19,8	47	-1
315	0,0,1,0,1	0,2,0,0,3	0,13,2	4,6,4	59	-1
316	2,3,0,3,0	0,0,0,0,0	11,8,3	1,4,1	2	-1
318	0,1,0,2,1	1,0,0,0,0	0,4,1	0,1,0	2	-1
319	3,1,0,1,2	3,1,1,2,1	20,37,12	9,15,3	29	-1
322	30,26,18,54,15	5,13,5,11,2	31,27,27	6,6,5	35	-1
323	36,21,32,37,24	8,6,6,7,3	30,47,33	11,8,8	2	-1
328	0,5,2,3,2	25,38,38,26,47	3,2,3	35,26,28	84	-1
330	27,30,28,29,30	0,4,0,0,2	16,15,18	1,0,0	5	-1
331	390,402,290,426,266	442,436,382,438,333	60,176,105	74,187,119	2	-1
333	1,0,1,0,1	0,0,0,0,0	0,5,2	0,1,0	2	-1
334	0,0,0,0,0	7,2,3,2,0	2,0,1	1,5,1	20	-1
335	0,0,0,0,0	3,3,6,10,10	0,0,1	14,37,13	30	-1
336	2,5,2,1,0	3,0,0,0,0	2,7,0	0,3,0	109	-1
337	2,8,7,11,0	18,18,27,33,14	6,1,5	16,25,25	28	-1
338	17,36,31,36,18	0,1,0,0,0	20,15,40	0,0,0	284	-1
339	0,0,0,1,4	1,0,0,1,2	2,0,0	1,6,0	23	-1
342	1,3,0,5,0	5,4,8,5,6	1,1,2	2,2,5	72	-1
344	0,2,1,2,2	0,1,0,0,0	0,3,2	0,1,0	4	-1
345	0,0,0,1,1	20,11,18,16,33	0,1,0	18,26,11	14	-1
346	3,3,4,2,3	0,0,0,2,0	6,8,5	0,0,0	4	-1
347	1,0,0,0,0	44,37,41,37,39	0,2,1	106,108,93	17	-1
350	39,31,29,30,21	2,1,4,2,1	45,35,35	0,2,1	2212	-1
351	0,0,0,0,0	1,1,0,0,1	2,2,1	1,24,2	17	-1
357	0,0,0,0,1	30,43,31,38,19	0,0,0	21,8,24	24	-1
358	18,16,9,20,9	0,1,1,2,0	4,9,9	0,0,0	2	-1
359	192,187,210,212,236	1,2,2,2,0	97,111,111	0,0,1	26	-1
360	120,124,121,145,153	0,0,1,0,0	76,82,93	0,0,0	26	-1
361	3,6,4,6,7	15,22,34,14,43	3,1,3	9,9,15	173	-1
362	232,211,235,214,241	0,0,0,2,0	131,120,164	0,1,0	34	-1
364	0,0,0,0,0	5,6,9,3,1	0,0,1	16,8,12	47	-1
366	10,2,16,15,11	0,0,0,1,0	30,15,27	0,0,0	3	-1
367	18,10,12,10,6	2,2,2,0,0	10,21,21	0,0,1	74	-1
368	2,0,0,1,0	0,0,0,1,0	0,0,0	1,0,0	2	-1
372	0,0,2,1,0	22,38,27,29,34	0,0,2	18,26,22	57	-1
373	24,9,11,19,5	1,0,0,0,0	12,18,25	0,1,0	4	-1
374	23,42,23,24,29	1,0,0,2,0	16,25,24	0,1,1	2	-1
377	359,429,447,421,528	0,1,1,0,0	498,549,543	0,0,0	23	-1
