ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
10776	345,406,383,428,326	1,0,0,0,0	467,312,410,375,288	4,0,0,0,0	155	-1
10777	252,312,287,353,304	54,85,77,71,56	274,249,280,264,232	64,25,55,50,54	1710	-1
10779	0,1,0,0,0	0,0,1,0,0	0,0,0,0,0	0,2,3,0,4	167	-1
10781	0,0,3,0,0	0,0,2,0,0	0,0,0,0,1	0,0,2,1,1	41	-1
10782	0,0,0,0,0	0,0,1,1,0	0,2,0,0,0	0,0,3,0,3	38	-1
10784	1,1,0,0,0	0,0,1,1,0	26,9,9,14,13	0,0,0,0,0	60	-1
10785	1,0,1,0,0	0,0,0,0,0	19,6,20,4,6	1,0,0,0,0	126	-1
10786	364,420,391,444,414	5,1,1,8,6	213,229,231,213,160	1,1,5,0,0	78	-1
10787	5,5,5,12,2	0,0,0,0,0	5,2,6,6,3	0,1,0,2,0	123	-1
10788	1,4,0,4,4	1,0,0,0,0	2,6,8,3,2	0,0,0,0,0	144	-1
10789	7,0,8,4,3	0,1,0,0,0	4,2,8,12,4	0,0,0,0,0	125	-1
10790	1,0,0,0,0	0,0,0,2,0	0,6,1,2,1	1,0,1,2,0	61	-1
10792	0,0,0,2,0	0,0,0,0,0	1,0,1,2,0	0,0,2,0,0	133	-1
10795	34,22,24,25,18	0,2,0,0,0	42,51,75,46,46	0,0,0,0,0	100	-1
10796	60,46,41,65,45	0,2,0,0,0	127,135,167,107,86	0,0,0,0,0	113	-1
10797	34,17,23,30,20	0,0,0,0,0	102,79,150,119,95	1,0,0,0,0	73	-1
10798	0,0,1,0,0	10,9,2,9,5	2,4,13,4,4	43,42,63,43,33	62	-1
10799	2,3,2,1,5	1,2,2,2,5	43,45,45,37,33	3,9,22,9,11	11	-1
10800	2,2,0,5,1	1,2,2,2,5	8,4,11,14,7	3,9,22,9,11	68	-1
10801	9,5,4,6,12	0,0,0,0,0	44,35,56,51,34	0,1,0,0,0	52	-1
10802	0,1,0,0,0	0,1,0,0,2	1,0,0,1,1	0,0,0,0,0	307	-1
10811	1,3,3,5,4	0,0,0,0,0	6,5,6,4,4	0,0,0,0,1	146	-1
10813	2,2,5,7,6	1,0,0,0,1	22,18,34,28,12	4,5,15,3,3	149	-1
10814	2,6,6,2,1	0,0,0,0,0	15,9,22,18,13	0,0,1,2,0	53	-1
10815	0,1,0,2,2	0,0,0,0,0	16,5,11,15,9	0,0,0,3,0	71	-1
10816	0,0,0,4,7	1,2,0,2,0	14,7,9,17,9	8,13,16,8,3	107	-1
10817	0,0,0,2,1	1,1,3,1,0	0,0,1,0,0	4,9,6,7,9	247	-1
10820	2,2,6,1,3	0,0,1,2,0	5,0,6,2,1	0,1,1,0,1	77	-1
10821	0,0,0,1,3	0,0,0,0,0	0,2,1,3,0	0,0,1,0,0	658	-1
10823	1,1,0,0,0	0,0,0,0,0	0,3,1,6,1	0,0,0,0,2	54	-1
10825	0,1,0,0,2	0,0,0,0,0	0,5,1,7,1	0,0,0,0,2	49	-1
10827	0,1,1,0,1	0,0,0,0,0	5,1,11,9,2	0,0,1,0,0	208	-1
10829	7,11,26,13,15	1,0,0,1,0	16,14,18,9,12	0,0,0,0,0	200	-1
10830	87,107,77,111,78	0,0,5,0,2	142,110,146,107,95	1,9,4,3,6	95	-1
10831	62,68,72,74,62	0,0,2,0,0	126,130,195,128,99	0,0,0,1,0	107	-1
10832	51,49,49,48,39	0,0,2,0,0	97,108,155,103,78	0,0,0,1,0	122	-1
10837	0,2,0,3,0	0,0,0,0,0	0,1,3,3,1	2,0,0,0,0	90	-1
