ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
67	6,2,0,0,3	2,0,1,0,0	4,15,14,7,7	28,8,14,7,14	-2	-2
68	1,0,2,2,0	1,2,0,7,3	5,3,5,5,5	6,11,10,13,8	-2	-2
69	272,307,295,313,395	737,688,706,804,932	335,199,305,221,261	528,306,378,312,388	-2	-2
70	14,23,13,18,19	9,20,19,21,19	36,46,56,49,55	26,38,44,41,30	-2	-2
71	2,1,0,5,5	3,1,1,0,5	2,1,1,0,3	19,5,1,23,11	-2	-2
72	2,1,0,4,5	3,1,1,0,5	7,1,5,0,5	27,11,3,21,9	-2	-2
73	6,8,5,4,5	30,24,19,22,35	13,10,24,10,9	40,45,78,73,31	-2	-2
75	6,4,1,3,0	1,1,0,2,0	9,14,21,24,10	6,11,4,17,1	-2	-2
76	39,29,30,59,31	51,58,48,51,29	17,37,23,17,12	31,17,31,29,13	-2	-2
77	92,73,90,91,66	66,78,70,92,77	175,146,231,182,142	164,181,232,176,125	-2	-2
78	1,4,0,3,0	7,8,7,8,6	47,13,84,32,54	63,35,93,41,48	-2	-2
79	1,4,0,3,0	0,0,0,0,0	47,13,84,32,54	0,0,1,0,0	-2	-2
80	0,0,0,4,3	0,3,3,1,0	1,4,3,3,7	2,6,12,8,2	-2	-2
81	43,45,37,31,34	143,189,174,177,125	199,206,315,241,116	599,618,862,596,462	-2	-2
82	1,3,3,2,1	3,2,4,1,3	10,5,10,12,13	11,7,8,21,7	-2	-2
83	17,27,29,23,16	28,32,28,56,33	24,19,42,22,19	31,36,26,24,11	-2	-2
85	25,21,31,25,23	23,23,26,26,21	29,25,32,36,28	25,15,30,31,16	-2	-2
86	1,0,2,2,0	3,12,3,12,7	1,0,2,2,0	13,7,7,1,9	-2	-2
87	1,0,2,2,0	4,11,3,16,7	1,0,2,2,0	12,6,6,3,10	-2	-2
88	0,0,1,0,0	8,16,20,21,17	0,0,0,0,0	9,3,12,19,5	-2	-2
89	5,7,7,7,2	10,17,20,22,18	0,1,0,1,0	9,3,12,17,5	-2	-2
90	10,12,11,13,8	18,17,12,26,22	8,5,3,8,7	22,4,13,22,13	-2	-2
91	14,11,15,24,18	16,18,18,17,10	37,14,48,43,28	40,15,56,28,32	-2	-2
92	1,0,0,3,1	1,7,2,10,4	39,20,54,20,10	29,30,52,41,17	-2	-2
93	8,3,4,5,3	15,6,12,18,2	9,4,2,12,4	5,12,14,19,6	-2	-2
95	16,19,36,34,22	7,15,23,14,19	18,14,24,18,19	10,3,9,16,9	-2	-2
96	17,25,38,37,22	18,24,32,31,18	20,15,24,19,20	19,7,12,14,17	-2	-2
97	17,21,22,15,6	21,29,32,31,18	21,9,24,24,16	20,11,12,16,17	-2	-2
98	17,21,22,15,6	1,6,2,3,1	21,9,24,24,16	5,1,0,1,1	-2	-2
99	15,22,22,15,6	28,38,43,28,36	20,9,24,21,16	34,8,26,43,18	-2	-2
100	15,7,5,9,9	15,19,11,27,24	74,58,66,49,34	109,86,138,107,76	-2	-2
101	5,5,4,3,5	15,11,14,10,13	22,13,27,17,9	17,24,25,22,20	-2	-2
102	0,0,0,0,0	179,182,179,164,210	1,2,3,2,0	629,483,1043,545,482	-2	-2
104	0,2,1,1,0	0,1,3,1,0	0,4,4,1,0	0,0,4,0,1	-2	-2
105	2,5,5,4,2	3,3,2,6,0	17,16,26,13,12	12,10,15,17,10	-2	-2
106	0,0,0,0,0	7,14,7,18,12	1,1,0,0,1	31,19,30,33,13	-2	-2
107	3,3,2,6,1	1,10,5,1,5	11,10,15,17,9	5,8,15,16,12	-2	-2
108	429,447,546,516,447	547,633,663,638,637	387,394,390,289,317	450,277,363,321,304	-2	-2
109	571,592,667,711,531	774,873,978,905,902	504,487,526,448,464	653,627,709,585,508	-2	-2
110	50,33,24,39,34	102,42,53,68,59	287,193,332,269,202	352,201,351,287,224	-2	-2
111	2828,2957,2592,2593,2712	134,153,149,186,133	4232,3942,5493,3497,3080	225,148,203,173,188	-2	-2
112	53,70,38,35,35	739,521,606,674,583	110,174,170,44,74	825,821,1211,1025,739	-2	-2
113	58,60,40,62,66	157,141,144,167,174	73,42,77,50,65	123,90,140,73,85	-2	-2
114	17,13,22,19,19	12,13,15,12,16	27,22,42,42,30	17,18,24,30,15	-2	-2
115	363,391,306,392,345	469,502,394,483,411	1769,1675,2312,1539,1537	1851,1706,2382,1547,1454	-2	-2
116	101,130,118,134,144	0,0,2,0,0	161,177,169,143,141	3,3,7,6,1	-2	-2
117	0,0,0,0,2	0,0,0,1,0	2,0,2,1,3	0,0,1,0,0	-2	-2
118	63,98,91,92,92	69,81,87,84,99	124,147,161,159,116	90,89,99,88,92	-2	-2
119	63,98,89,92,92	23,15,22,15,26	122,144,155,153,117	17,23,21,27,21	-2	-2
120	6,3,3,9,2	35,40,43,44,39	7,9,5,8,0	55,32,34,37,31	-2	-2
123	290,310,353,346,272	303,373,328,328,337	406,511,818,486,470	380,327,650,415,333	-2	-2
124	187,264,223,219,165	328,391,388,365,323	502,672,962,569,575	612,838,1080,684,639	-2	-2
125	0,0,0,6,2	8,11,4,4,5	33,27,48,26,19	66,67,86,69,32	-2	-2
126	0,0,0,0,0	3,7,6,2,1	3,0,1,1,0	37,22,62,39,19	-2	-2
