ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
259	0,0,1,0,0	28,24,16,37,15	1,1,3	34,7,17	-2	-1
261	102,122,214,157,118	129,141,139,160,85	77,58,43	59,78,58	-2	-1
267	9,8,21,11,20	0,4,1,4,1	2,13,6	4,0,0	-2	-1
268	0,0,0,0,0	3,7,3,8,7	0,0,2	3,1,1	-2	-1
271	24,23,33,28,21	1,0,0,6,1	25,13,12	0,1,0	-2	-1
272	3,4,3,4,5	3,1,1,4,3	4,12,4	3,3,0	-2	-1
273	31,14,28,18,25	11,7,15,9,4	8,16,27	1,1,6	-2	-1
274	18,13,15,13,13	3,1,4,2,0	2,5,2	2,0,2	-2	-1
277	0,0,0,0,0	68,83,60,55,80	1,0,0	28,46,49	-2	-1
278	5,4,9,1,2	0,2,2,2,0	1,6,3	2,0,2	-2	-1
294	21,9,29,19,10	36,41,52,27,24	6,7,3	7,15,13	-2	-1
295	0,0,3,1,0	8,3,9,3,0	0,1,0	1,3,4	-2	-1
296	2,3,3,3,2	0,1,0,0,0	0,5,1	0,0,0	-2	-1
297	1,0,0,1,0	44,25,23,22,29	1,0,1	29,27,36	-2	-1
298	5,2,1,1,1	32,30,32,19,11	2,4,1	15,18,22	-2	-1
300	10,2,9,12,5	0,0,0,2,1	2,1,1	0,0,0	-2	-1
307	4,0,0,0,0	33,15,33,20,76	0,0,0	7,2,13	-2	-1
311	1,0,0,1,0	63,52,73,54,52	0,0,0	63,41,53	-2	-1
312	1,1,1,0,0	9,5,18,6,2	2,0,0	1,10,8	-2	-1
313	45,30,39,35,20	0,0,0,0,0	12,21,21	0,1,0	-2	-1
314	2,1,3,1,0	0,2,0,0,0	0,1,1	0,0,0	-2	-1
317	5,0,2,3,0	10,6,6,5,0	4,8,6	4,11,9	-2	-1
318	10,12,6,11,4	3,0,0,1,0	5,9,7	2,7,1	-2	-1
319	10,12,6,12,4	3,0,0,1,0	8,13,10	2,7,1	-2	-1
320	0,0,0,1,0	0,0,0,0,0	3,5,3	0,1,0	-2	-1
321	6,18,21,7,5	0,0,0,0,1	3,7,5	0,0,0	-2	-1
323	0,0,1,0,0	2,0,2,1,1	0,0,0	0,1,3	-2	-1
324	3,2,7,15,9	1,1,2,4,0	8,3,4	2,3,0	-2	-1
325	0,0,1,1,0	8,4,11,13,4	0,0,0	8,26,14	-2	-1
327	99,60,87,72,80	0,3,2,6,3	45,41,21	0,0,0	-2	-1
328	0,0,0,0,1	5,0,5,4,3	0,1,0	9,3,2	-2	-1
329	3,15,12,6,8	25,26,20,10,14	2,9,5	1,19,10	-2	-1
338	11,3,8,5,6	2,4,1,4,3	6,6,2	8,16,4	-2	-1
339	28,30,48,32,38	0,0,1,0,0	24,57,72	0,0,0	-2	-1
340	11,4,15,9,6	13,8,8,4,6	11,30,17	6,22,12	-2	-1
341	0,4,2,4,0	51,53,80,53,41	1,1,1	33,50,49	-2	-1
347	14,9,22,5,14	68,18,76,54,49	0,3,5	13,16,15	-2	-1
348	12,11,14,9,11	0,0,0,0,1	11,8,15	0,1,0	-2	-1
350	5,4,6,9,4	134,152,169,128,114	2,8,7	122,110,131	-2	-1
352	8,0,11,10,5	9,5,8,5,2	3,4,0	6,2,2	-2	-1
353	49,55,91,51,36	0,0,1,0,0	25,34,46	1,0,0	-2	-1
357	172,107,160,150,141	8,4,7,8,5	146,88,102	15,5,10	-2	-1
360	1,0,0,0,1	8,8,4,0,3	1,1,1	3,2,11	-2	-1
366	36,31,21,36,20	8,8,14,13,5	14,16,10	11,13,5	-2	-1
368	2,0,1,1,0	19,16,27,11,23	1,0,0	14,12,12	-2	-1
370	2,2,0,4,0	14,19,7,7,3	4,0,3	3,8,6	-2	-1
371	16,21,34,38,23	0,0,0,1,0	9,13,17	0,0,0	-2	-1
372	0,1,3,1,1	37,10,20,23,14	4,2,0	6,5,2	-2	-1
373	1,1,0,0,0	0,0,3,6,1	0,0,0	0,1,0	-2	-1
374	5,10,11,7,7	0,4,3,0,4	6,3,1	0,1,1	-2	-1
375	12,10,11,16,9	0,0,1,1,2	6,5,1	2,0,2	-2	-1
376	5,10,12,8,4	1,0,1,5,0	5,10,16	0,0,2	-2	-1
380	0,0,0,1,0	43,36,54,35,44	0,0,0	19,34,17	-2	-1
384	10,2,11,7,11	9,2,15,10,5	7,8,5	1,7,11	-2	-1
385	1325,1611,1501,807,875	0,0,0,0,1	5,1,2	0,0,0	-2	-1
386	29,6,23,14,14	10,5,7,7,0	6,13,14	3,5,5	-2	-1
387	3,0,0,0,0	22,17,24,40,14	0,0,0	35,19,13	-2	-1
391	0,3,2,0,2	28,38,27,45,23	0,0,0	12,9,8	-2	-1
393	8,1,6,9,4	0,0,1,0,1	2,2,4	0,0,0	-2	-1
394	2,10,7,4,4	99,94,133,58,35	5,2,6	74,80,115	-2	-1
397	1,3,0,4,3	11,18,11,15,18	0,0,1	13,2,4	-2	-1
398	0,0,1,0,2	26,12,36,18,12	0,1,0	14,7,8	-2	-1
399	3,2,3,0,0	32,17,48,47,21	0,4,0	25,23,10	-2	-1
400	1,4,2,2,1	13,4,5,4,11	2,1,0	7,1,0	-2	-1
402	8,9,26,11,8	3,4,1,3,0	17,11,17	3,0,0	-2	-1
404	5,5,10,5,6	78,62,74,71,57	3,10,5	51,38,23	-2	-1
408	17,11,23,9,6	0,0,0,2,0	11,8,11	0,0,0	-2	-1
410	10,8,13,18,13	202,337,304,219,186	11,12,11	182,231,204	-2	-1
411	1,0,1,0,2	0,0,0,0,0	1,0,0	0,0,1	-2	-1
412	4,2,15,15,6	0,0,0,1,0	4,5,12	0,0,0	-2	-1
413	0,0,1,6,0	0,0,0,1,0	0,1,1	0,0,0	-2	-1
414	0,0,1,6,0	4,2,15,15,6	0,1,1	4,5,12	-2	-1
415	42,21,31,23,29	0,1,0,0,0	22,26,14	0,0,0	-2	-1
416	32,23,40,19,30	0,0,1,1,3	21,20,20	2,2,0	-2	-1
417	32,26,47,33,31	93,84,69,91,69	12,12,14	25,11,19	-2	-1
419	31,16,29,26,23	0,1,0,0,1	14,4,12	0,0,0	-2	-1
420	1,0,0,0,0	1,1,0,0,0	0,0,0	2,0,1	-2	-1
422	3,2,3,6,9	0,0,0,1,0	0,8,9	0,0,0	-2	-1
423	1,8,2,4,0	66,87,70,84,56	0,0,1	41,23,26	-2	-1
426	52,42,61,70,58	10,4,9,4,6	26,41,50	3,8,4	-2	-1
429	1,4,1,1,1	20,38,19,16,19	0,3,4	10,22,23	-2	-1
430	1,1,1,0,0	53,57,53,61,56	0,1,2	44,22,40	-2	-1
433	71,44,54,56,65	12,7,25,6,9	40,73,48	4,11,4	-2	-1
434	2,0,13,17,4	1,0,0,1,0	3,2,2	1,0,0	-2	-1
435	24,33,29,21,21	34,38,41,43,40	16,33,41	15,44,46	-2	-1
436	0,0,0,0,0	53,52,86,60,65	0,2,0	48,58,43	-2	-1
438	113,110,148,78,91	15,4,11,4,5	74,104,99	7,8,4	-2	-1
442	2,1,3,7,1	28,23,27,25,23	1,0,3	16,21,13	-2	-1
445	3,1,7,7,2	6,2,7,3,2	0,1,1	1,4,6	-2	-1
