ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
263	71,73,37	0,1,0	78,30,26	0,0,0	134	-1
265	14,23,9	0,0,0	26,35,10	0,0,1	154	-1
266	0,0,1	0,1,6	0,1,0	1,4,7	307	-1
267	25,26,25	0,1,0	31,22,30	0,0,1	79	-1
269	0,0,1	0,1,0	0,0,0	1,3,0	8	-1
272	69,135,62	2,0,1	104,81,63	0,0,0	145	-1
273	0,3,0	1,2,0	1,0,0	0,0,0	23	-1
274	5,7,2	0,0,1	4,2,2	0,0,1	94	-1
275	4,23,0	0,6,2	2,7,8	3,3,5	139	-1
277	17,48,35	0,0,0	23,26,23	0,1,0	123	-1
278	15,20,9	0,0,0	20,20,9	0,0,1	207	-1
279	50,28,33	0,0,0	25,16,11	0,0,1	213	-1
281	10,28,12	1,0,0	18,5,16	0,0,0	73	-1
282	16,13,13	0,0,0	15,7,6	1,0,0	98	-1
283	26,11,19	0,0,0	20,14,5	1,0,0	101	-1
288	22,31,23	0,1,1	27,34,24	0,2,0	103	-1
289	74,42,73	1,0,0	55,24,31	0,0,0	125	-1
292	19,21,16	3,25,3	17,25,21	9,4,3	146	-1
293	9,17,13	4,3,6	5,16,9	0,3,2	134	-1
294	17,69,23	0,0,0	25,46,31	0,0,2	152	-1
295	5,24,10	0,0,0	8,26,30	0,1,0	116	-1
296	6,27,12	1,0,1	8,29,34	0,2,1	56	-1
297	4,16,6	1,0,1	6,18,12	0,2,1	114	-1
298	2,7,1	1,0,1	0,6,11	0,2,1	50	-1
301	22,22,9	1,0,0	12,9,17	0,0,2	101	-1
302	18,19,6	15,14,11	2,20,11	10,10,8	20	-1
303	36,70,22	1,0,0	27,47,45	0,0,0	169	-1
304	5,5,6	0,1,0	1,1,0	1,0,0	65	-1
305	3,3,4	0,1,0	1,0,0	1,0,0	99	-1
306	19,83,36	0,1,0	51,102,99	1,0,1	47	-1
307	88,165,108	2,0,0	175,118,110	0,0,0	142	-1
309	7,8,2	0,0,0	9,7,8	0,1,0	173	-1
310	13,26,11	0,0,0	19,17,19	0,1,0	141	-1
311	0,3,3	0,0,0	1,4,6	0,0,1	85	-1
313	8,17,4	1,0,0	8,5,12	0,0,0	137	-1
315	57,67,80	1,0,0	55,28,33	0,0,0	161	-1
316	43,65,48	0,1,1	27,62,46	0,0,1	84	-1
318	15,17,8	2,0,0	14,18,21	3,0,1	73	-1
319	20,20,13	0,0,0	14,21,15	0,1,0	69	-1
320	141,200,161	1,1,1	160,82,119	0,0,0	103	-1
321	177,168,182	0,1,0	113,107,129	0,0,0	129	-1
325	79,170,76	0,1,0	102,132,142	0,2,3	132	-1
326	150,218,141	0,0,1	154,177,173	0,0,0	193	-1
327	193,275,164	0,0,0	171,134,135	0,1,0	159	-1
333	0,0,0	76,160,125	2,0,0	140,63,54	80	-1
337	2,5,4	1,0,0	1,4,2	0,0,0	142	-1
339	62,74,58	3,0,0	53,26,39	0,0,0	145	-1
340	5,17,3	0,1,0	1,14,22	0,1,0	76	-1
341	3,7,2	0,0,2	3,5,4	0,1,0	289	-1
342	0,0,0	2,3,1	0,1,0	1,2,3	84	-1
344	15,23,14	0,0,2	25,17,10	0,0,1	190	-1
345	438,517,398	0,0,0	388,159,160	1,0,0	62	-1
346	882,998,831	4,0,0	739,739,772	1,0,1	71	-1
347	0,0,1	0,2,1	0,0,0	1,0,0	69	-1
349	33,52,47	0,1,0	26,3,11	0,0,0	105	-1
350	50,69,58	2,0,4	81,25,26	0,0,2	135	-1
351	56,66,91	2,0,0	39,53,62	0,0,0	88	-1
352	86,105,111	0,1,3	54,75,58	2,5,0	120	-1
353	306,344,328	0,1,0	424,369,297	0,0,0	209	-1
354	0,1,1	1,4,4	0,0,1	5,3,2	172	-1
362	0,0,0	0,2,0	3,0,0	0,1,0	74	-1
364	3,8,0	0,2,2	4,1,0	0,4,1	74	-1
372	0,0,0	1,10,4	0,0,4	6,13,6	44	-1
373	1,3,1	0,0,1	2,4,8	0,1,0	17	-1
374	0,1,0	0,4,1	4,5,4	9,16,9	17	-1
375	1,0,1	0,4,1	0,1,1	9,16,9	34	-1
376	2,2,1	0,0,0	2,4,5	4,5,1	34	-1
377	14,16,8	0,0,0	7,8,8	0,2,0	243	-1
380	4,0,0	4,7,4	1,1,0	3,4,5	52	-1
381	0,0,0	1,0,2	1,0,0	0,0,0	52	-1
382	19,20,15	1,0,2	6,13,16	0,0,0	120	-1
384	3,3,3	1,1,0	1,1,1	0,0,0	254	-1
385	3,1,1	8,8,10	2,0,1	5,3,7	284	-1
390	1,1,3	0,0,0	2,10,5	0,1,0	45	-1
391	0,3,3	0,0,1	6,0,4	0,0,0	84	-1
397	3,2,7	3,0,5	2,3,3	3,9,3	11	-1
400	664,729,1413	0,0,0	625,932,797	1,0,0	75	-1
401	508,515,977	1,4,2	469,613,534	0,0,0	174	-1
413	103,131,84	0,0,2	80,116,109	0,0,0	131	-1
414	33,93,26	2,3,0	47,72,71	0,1,0	77	-1
418	3447,7552,2813	1,0,0	5361,7052,8492	1,0,1	77	-1
419	2788,5851,2106	0,0,0	3888,3940,4473	0,0,2	44	-1
420	4151,7707,3438	0,0,1	5304,6947,7720	0,0,0	64	-1
421	3061,5224,2529	0,0,0	3672,3458,4217	0,0,1	63	-1
422	5686,9449,4476	0,2,0	6286,6560,7751	0,1,0	149	-1
423	8756,10296,7448	1,0,0	6306,9498,10662	0,0,1	99	-1
426	123,186,104	0,0,0	180,52,70	2,0,0	89	-1
427	98,140,88	0,0,0	151,37,35	2,0,0	110	-1
428	3,1,2	18,38,29	0,2,2	24,87,55	129	-1
433	10,8,15	0,0,2	3,9,3	1,3,1	144	-1
434	5,2,9	1,3,3	4,1,0	1,4,1	132	-1
435	8,6,4	0,0,0	4,9,8	1,0,0	362	-1
436	7,6,3	0,0,0	4,6,4	1,0,0	262	-1
437	18,13,15	1,0,0	11,18,13	0,2,0	104	-1
439	7,14,5	16,18,20	1,8,6	19,19,18	70	-1
441	0,4,2	7,14,7	4,0,4	15,19,9	29	-1
442	5,10,3	5,12,3	11,6,10	7,13,9	74	-1
443	16,29,11	0,0,0	19,18,18	1,0,0	134	-1
444	25,31,15	0,0,0	24,17,12	0,0,1	213	-1
445	4,1,4	12,10,7	4,5,6	14,12,7	141	-1
446	18,14,6	0,0,0	19,5,20	2,0,0	72	-1
447	43,65,23	0,0,1	47,36,39	0,0,0	84	-1
448	37,64,31	0,0,0	37,43,14	1,0,0	162	-1
449	102,113,106	6,7,9	81,42,64	4,4,1	56	-1
450	147,178,125	24,19,10	112,144,118	9,12,9	176	-1
452	10,14,3	0,1,0	5,6,4	0,0,0	56	-1
453	0,0,0	6,8,1	2,2,0	2,2,8	90	-1
454	5,12,8	0,0,0	11,4,3	1,0,0	67	-1
457	20,38,38	0,1,0	27,42,35	0,0,0	46	-1
458	1,1,0	0,0,0	3,0,1	0,2,0	390	-1
461	317,383,310	0,0,0	249,371,309	3,1,0	80	-1
462	0,2,0	206,274,219	0,0,0	176,234,212	19	-1
463	0,0,0	0,3,1	3,0,2	0,1,0	19	-1
464	464,620,457	0,3,1	404,568,517	0,1,0	154	-1
465	259,348,238	0,0,0	228,334,305	3,0,2	154	-1
469	43,71,58	0,0,1	38,49,41	2,0,0	112	-1
470	0,1,0	17,28,31	0,0,0	17,28,14	98	-1
471	6,8,3	0,2,0	14,8,4	0,0,2	53	-1
472	3,18,3	0,0,0	9,20,7	0,0,1	179	-1
473	2,8,1	0,1,0	7,9,7	0,0,0	218	-1
474	0,0,0	0,3,0	0,2,1	2,5,2	83	-1
478	3,7,5	1,2,1	10,4,4	4,2,2	146	-1
481	1,3,0	1,4,3	2,2,0	6,0,0	86	-1
482	70,156,70	1,1,0	105,150,149	4,1,0	105	-1
483	46,122,66	0,0,0	113,87,92	2,0,0	200	-1
484	40,157,32	0,0,0	137,140,91	0,0,1	76	-1
485	45,154,48	0,5,1	146,157,112	4,0,0	194	-1
487	1,5,2	0,1,1	2,1,1	0,0,0	126	-1
488	26,41,17	2,3,2	30,35,37	4,2,1	188	-1
489	14,34,12	0,0,0	17,24,26	1,0,0	192	-1
490	22,46,21	1,10,3	22,34,31	4,1,3	98	-1
